CHEMBL1076685	000000000000000000000000000000000000100000000000000000000010000000000000000000001100010110010001010000000000010000000001011000000010000011000101101100111101000000011110
CHEMBL108085	000000000000000000000000000000000000000000000000000000100010000110000010000010100000010010000101000101101001100110101111110001000000100111011111100101111101010100011110
CHEMBL1081610	000000000000000000000000000000000000000000000000000100000000000010000001100000000000000001011111100100110111000100111111111000011001110111101001111101111111111100011111
CHEMBL1081622	000000000000000000000000000000000000000000000010000100000000000010000001100000000000000001001111100100110111000100111111111000011011110111101011111001111111111100011111
CHEMBL1081623	000000000000000000000000100000000000000100000000010001001001111000010100000000011000000100110000001000001000001000010001011010001000001011011000111110111111100000011111
CHEMBL1081624	000000000000000000000000000000000000100000000000000000000010000000000000000000001100010110010001010000000000010000000001011000000010000011000101101000111101001000011110
CHEMBL108392	000000000000000000000000000000000000100000000000000000100010000100000010000010101000000100000101000101101000100110101111110000000000000111010111100101011101010100011110
CHEMBL1084610	000000000000000000000000000000000000000000000000001000000000000000000010000000100000001001001100100011001010000000110100000000000000110000010100110101001111111100001001
CHEMBL108868	000000000000000000000000000000000000000000000000000000100010000100000010000010100000000010000101000101101000100100101111110000000000000111010101100101011101010000011110
CHEMBL1091814	000000000000000000000000000000000001000000000000000000000000000000000000010101000111000000000110110010100110011010110001111000110011000111100011111011010111101100011111
CHEMBL109393	000000000000000000000000000000000000000000000000000000000000000100000010000000100000000000000001000100101000100100101111110000000000000111010101100101011101010000011110
CHEMBL1095211	000000000000000000000000000000000000000000000010000100000010000100000011100000100100000000001001110100111110011110010101100000010011110010100101111100111111111000011111
CHEMBL1095690	000000000000000000000000000000000000000000000000000000000000000000000010010001000111000000001000010110101110010110110000100000110010000110100011001011010010101100011111
CHEMBL109972	000000000000000000000000000000000000000000000000000000000000000100000010000000100000001000000101000100101001100100101111010000000000010111010101100101111101010100011110
CHEMBL111099	000000000000000000000000000000000000000000000000000000100000000100000010000010100000001000000111000101101001100100101111010000000000010111010101100101111101010100011110
CHEMBL111148	000000000000000000000000000000000000000000000000000000100000000100000010000010100000000000000001000101101000100100101111110000000000000111010101100101011101010000011110
CHEMBL111340	000000000000000000000000000000000000000000000000000000000000000100000010000000100000000000000001000100101000100100101111110001000000010111011101100101111101011000011110
CHEMBL111702	000000000000000000000000000000000000000000000000000000000000000100000010000000100000000000000001000100101000100100101111111001001000000111011101100101111101011000011110
CHEMBL111724	000000000000000000000000000000000000000000000000000000000000000100000010000000100000001000000001000100101001100100101111110000000000010111010101100101111101010100011110
CHEMBL111	000000000000000000000000000000000000000000000000000010000010000000010001110001000110010011101110110010110110010010110000100010110111001110100011011011011010101100011111
CHEMBL113230	000000000000000000000000000000000000000000000000000000000000000100000010000000100000000000000001000100101000100100101111110001000000000101010101100101111101011000011110
CHEMBL114189	000000000000000000000000000000000000000000000000000000100000000100000010000010100000000000000001000101101001100110101111100000000000100110010001100101011101010100011110
CHEMBL1162994	000000000000000000000000000000000001000000000000001000000000000100000011110101100011110011001001000110111111001110110001110000111000110111111011011111111111111100011111
CHEMBL116784	000000000000000000000000000000000000000000000000000000100000000100000010000010100000000000000101000101101000100100001101010000000000000111010101100100111101001000011110
CHEMBL117033	000000000000000000000000000000000000100000000000000000100010000100000010000010101000010110000101000101101000100110101101110000000000000111010111100101011101000100011110
CHEMBL118028	000000000000000000000000000000000000100000000000000000100010000100000010000010101000010110000101000101101000100110101101010000000000000111010111100101011101000100011110
CHEMBL118631	000000000000000000100000000000000000000000100000000000100010000100000010000010100100000000000101000101101000110100101111110000000010000111010101101101011101010000011110
CHEMBL119592	000000000000000000000000000000000000000000000000000000100000000100000010000010100000000000000101000101101000100100001101010000000000000111010101100100011101000000011110
CHEMBL1203961	000000000000000000100000000000000000000000000000000000000000000100000011010001100011010011000000010110111101100110101000100000110010100110110011101111011111111100011111
